Gaia16cau,2016-12-07 09:15:00,204.88582,-39.06830,17.69,,,"unknown",2016-12-09
Gaia16cat,2016-12-06 09:18:26,203.45373,-43.40071,18.83,,,"unknown",2016-12-09
Gaia16cas,2016-12-06 05:21:32,13.80644,83.67585,18.62,,,"unknown",2016-12-09
Gaia16car,2016-12-05 22:40:06,22.26926,40.36371,18.68,,,"unknown",2016-12-09
Gaia16caq,2016-12-05 02:56:21,203.05756,-22.62880,18.23,,,"unknown",2016-12-08
Gaia16cap,2016-12-05 13:46:12,198.80333,-57.62559,18.06,,,"unknown",2016-12-08
Gaia16cao,2016-12-04 13:46:28,193.10973,-57.98948,18.26,,,"unknown",2016-12-08
Gaia16can,2016-12-04 23:31:48,246.54765,80.62459,17.09,,,"unknown",2016-12-08
Gaia16cam,2016-12-04 17:37:41,231.88031,74.36646,17.03,,,"unknown",2016-12-08
Gaia16cal,2016-12-04 23:47:03,218.12625,65.39948,17.86,,,"unknown",2016-12-08
Gaia16cak,2016-11-14 19:57:51,209.52487,28.42323,19.20,,,"unknown",2016-12-08
Gaia16caj,2016-12-03 13:47:10,186.30930,-58.12041,18.69,,,"unknown",2016-12-08
Gaia16cai,2016-12-03 09:24:48,190.75993,-50.31263,18.46,,,"unknown",2016-12-08
Gaia16cah,2016-12-03 21:20:49,33.26318,-33.63501,17.86,,,"unknown",2016-12-08
Gaia16cag,2016-12-03 12:09:59,215.74631,37.13866,18.54,,,"unknown",2016-12-08
Gaia16caf,2016-12-03 16:51:13,10.76751,53.28776,17.40,,,"unknown",2016-12-08
Gaia16cae,2016-12-03 16:33:18,17.92845,35.27560,18.54,,,"SN
Gaia16cad,2016-12-03 01:05:22,201.28669,-19.76969,18.80,,,"unknown",2016-12-07
Gaia16cac,2016-12-02 10:58:22,40.60593,-39.61528,18.32,,,"unknown",2016-12-07
Gaia16cab,2016-12-02 11:56:39,225.98278,48.43301,17.81,,,"unknown",2016-12-07
Gaia16caa,2016-12-02 06:19:26,214.69890,24.94084,16.05,,,"unknown",2016-12-07
Gaia16bzz,2016-12-01 22:46:28,3.64409,48.25223,16.13,,,"SN
Gaia16bzy,2016-12-02 04:35:58,11.60780,38.33995,17.86,,,"unknown",2016-12-07
Gaia16bzx,2016-12-01 13:33:26,184.68120,-44.65144,16.01,16.89,0.03,"unknown",2016-12-07
Gaia16bzw,2016-11-30 01:57:18,152.60197,-57.69479,18.83,,,"unknown",2016-12-07
Gaia16bzv,2016-11-30 13:52:27,161.80851,-56.53580,18.55,,,"unknown",2016-12-07
Gaia16bzu,2016-12-01 07:25:25,188.46249,-37.75791,18.63,,,"unknown",2016-12-07
Gaia16bzt,2016-12-01 09:14:23,42.60115,-35.74038,18.23,,,"unknown",2016-12-07
Gaia16bzs,2016-12-01 09:01:51,50.19676,-45.79566,18.51,,,"unknown",2016-12-07
Gaia16bzr,2016-12-01 03:00:58,51.40154,-46.04369,17.68,,,"unknown",2016-12-07
Gaia16bzq,2016-12-01 10:13:30,19.65975,17.07535,17.83,,,"unknown",2016-12-07
Gaia16bzp,2016-11-30 23:26:48,277.01135,65.74634,16.90,,,"unknown",2016-12-07
Gaia16bzo,2016-12-01 10:54:24,353.34000,55.06166,17.53,,,"unknown",2016-12-07
Gaia16bzn,2016-11-30 23:33:57,260.68502,62.16227,18.16,,,"unknown",2016-12-07
Gaia16bzm,2016-11-18 07:55:36,215.76400,23.19555,20.71,,,"unknown",2016-12-07
Gaia16bzl,2016-11-30 14:24:40,101.82871,-64.61870,13.84,,,"unknown",2016-12-07
Gaia16bzk,2016-11-30 16:41:46,57.31277,-49.31764,19.00,,,"unknown",2016-12-07
Gaia16bzj,2016-11-30 04:13:13,16.86629,16.98978,18.28,,,"unknown",2016-12-07
Gaia16bzi,2016-11-30 16:07:21,20.97156,11.66346,18.31,,,"unknown",2016-12-07
Gaia16bzh,2016-11-18 18:07:56,217.46894,23.32688,19.59,,,"unknown",2016-12-07
Gaia16bzg,2016-11-29 19:08:38,192.61047,-22.67441,18.53,,,"unknown",2016-11-30
Gaia16bzf,2016-11-28 22:51:15,53.91629,-38.65898,18.71,,,"unknown",2016-11-30
Gaia16bze,2016-11-28 19:07:53,190.14328,-21.22412,18.94,,,"unknown",2016-11-30
Gaia16bzd,2016-11-29 16:55:45,339.90953,52.68903,18.39,,,"unknown",2016-11-30
Gaia16bzc,2016-11-29 04:56:27,336.21707,52.09392,17.91,,,"unknown",2016-11-30
Gaia16bzb,2016-11-29 11:30:57,268.04922,57.41330,18.32,,,"unknown",2016-11-30
Gaia16bza,2016-11-28 04:50:42,338.64953,45.86354,18.31,19.04,0.04,"unknown",2016-11-30
Gaia16byz,2016-11-27 22:08:33,13.81801,12.31972,18.11,,,"unknown",2016-11-30
Gaia16byy,2016-11-28 04:53:41,334.50728,47.58773,17.38,,,"unknown",2016-11-30
Gaia16byx,2016-11-27 09:35:46,151.41526,-45.09329,17.36,,,"unknown",2016-11-29
Gaia16byw,2016-11-27 19:52:03,149.72367,-47.71730,18.95,,,"unknown",2016-11-29
Gaia16byv,2016-11-27 15:06:28,178.72049,-28.62437,18.25,,,"unknown",2016-11-29
Gaia16byu,2016-11-27 10:30:39,356.18605,29.86223,17.38,,,"unknown",2016-11-29
Gaia16byt,2016-11-27 15:57:40,20.41461,3.50769,18.89,,,"unknown",2016-11-29
Gaia16bys,2016-11-27 05:09:46,304.53057,50.86941,18.93,,,"unknown",2016-11-29
Gaia16byr,2016-11-27 11:37:34,257.69849,47.06964,18.57,,,"unknown",2016-11-29
Gaia16byq,2016-11-27 08:07:25,128.14196,-50.81082,18.67,19.91,0.16,"unknown",2016-11-29
Gaia16byp,2016-11-25 05:38:14,256.52445,39.72410,18.94,19.37,0.05,"unknown",2016-11-29
Gaia16byo,2016-11-02 14:49:26,65.13071,-38.95648,20.54,,,"unknown",2016-11-29
Gaia16byn,2016-11-26 02:21:10,204.91669,5.43406,18.86,,,"unknown",2016-11-29
Gaia16bym,2016-11-26 16:29:03,354.48605,27.27713,18.92,,,"SN
Gaia16byl,2016-11-26 03:51:23,21.11088,-2.14057,17.39,,,"unknown",2016-11-29
Gaia16byk,2016-11-26 05:43:47,249.71332,39.81437,16.69,,,"unknown",2016-11-29
Gaia16byj,2016-11-25 18:59:46,187.21935,-11.64992,18.05,,,"unknown",2016-11-29
Gaia16byi,2016-11-25 17:41:33,252.55671,39.34065,18.69,,,"unknown",2016-11-29
Gaia16byh,2016-11-25 19:44:36,150.84537,-37.39565,16.89,,,"unknown",2016-11-29
Gaia16byg,2016-11-05 20:50:14,60.56483,-32.98171,20.13,,,"unknown",2016-11-28
Gaia16byf,2016-11-24 19:01:09,183.48621,-10.63667,18.84,,,"unknown",2016-11-28
Gaia16bye,2016-11-24 20:51:39,70.47188,-36.84502,17.35,,,"unknown",2016-11-28
